age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
33,no,non-travel,1669.78,research & development,1,5,,1183,1,f,208.7225,4,4,research director,3,unknown,13486.67,35065.33,4,no,19,3.0,3,full time,1,10.0,2,3.0,6,0,5,1990,161840.0,false
31,yes,non-travel,436.74,sales,13,4,medical,1184,2,m,54.5925,3,2,sales executive,1,divorced,3527.5,9171.5,2,no,17,3.0,3,full time,0,,2,1.0,3,1,2,1992,42330.0,false
45,yes,non-travel,556.26,sales,26,4,,1185,1,f,69.5325,3,2,sales executive,1,unknown,4492.8425,11681.39,2,unknown,14,3.0,4,part time,2,5.0,4,3.0,1,0,0,1978,53914.11,1
53,no,non-travel,1528.43,research & development,7,3,,1186,3,m,191.05375,4,4,research director,3,married,12345.0,32097.0,3,no,19,3.0,3,full time,0,32.0,3,3.0,5,1,3,1970,148140.0,1
34,no,travel_rarely,556.26,research & development,8,2,,1187,2,f,69.5325,3,2,healthcare representative,3,unknown,4492.84,11681.39,3,no,11,3.0,4,part time,0,10.0,2,3.0,5,4,3,1989,53914.11,true
43,no,non-travel,1770.37,research & development,14,2,life sciences,1188,2,m,221.29625,3,4,research director,1,unknown,14299.166666666666,37177.83,6,no,24,4.0,3,full time,1,,3,3.0,4,1,0,1980,171590.0,0
28,no,travel_rarely,290.04,human resources,8,2,medical,1189,2,m,36.255,2,1,human resources,4,divorced,2342.59,6090.75,1,unknown,13,3.0,4,full time,1,6.0,6,3.0,5,0,4,1995,28111.08,1
42,no,travel_frequently,290.04,research & development,2,1,,1190,2,m,36.255,3,1,research scientist,4,single,2342.59,6090.75,5,unknown,14,3.0,4,part time,0,8.0,2,3.0,2,2,2,1981,28111.13,1
27,no,travel_rarely,239.16,research & development,4,3,,1191,2,f,29.895,3,1,research scientist,3,unknown,1931.67,5022.33,1,unknown,19,3.0,3,full time,0,1.0,2,3.0,1,0,0,1996,23180.04,true
40,no,non-travel,373.18,research & development,9,4,,1192,4,m,46.6475,3,1,research scientist,2,unknown,3014.1666666666665,7836.83,8,yes,14,,4,full time,1,3.0,2,,1,0,0,1983,36170.0,1
37,yes,non-travel,1032.49,sales,1,4,life sciences,1193,1,m,129.06125,2,3,sales executive,3,married,8339.32,21682.23,5,unknown,11,3.0,3,part time,0,,2,1.0,14,11,7,1986,100071.84,true
29,no,travel_frequently,290.04,sales,-18,3,technical degree,1194,3,f,36.255,3,1,sales representative,4,unknown,2342.59,6090.75,1,no,15,3.0,2,part time,1,3.0,5,3.0,3,0,2,1994,28111.13,false
38,no,non-travel,276.92,research & development,10,1,,1195,3,m,34.615,3,1,research scientist,3,married,2236.6666666666665,5815.33,0,unknown,17,3.0,2,part time,1,3.0,0,2.0,2,0,2,1985,26840.0,0
34,no,non-travel,556.26,sales,-46,4,,1196,46,m,69.5325,4,2,sales executive,4,divorced,4492.84,11681.39,0,no,11,3.0,4,full time,1,16.0,2,2.0,15,0,9,1989,53914.11,yes
34,no,travel_rarely,290.04,sales,10,4,life sciences,1197,3,f,36.255,3,1,sales representative,3,married,2342.59,6090.75,1,yes,19,3.0,4,part time,1,1.0,2,3.0,1,0,0,1989,28111.13,false
50,no,travel_rarely,1984.77,research & development,-12,4,medical,1198,12,m,248.09625,3,5,research director,3,married,16030.83,41680.17,2,unknown,11,3.0,4,full time,1,29.0,2,2.0,8,7,7,1973,192370.0,0
twenty-six,yes,non-travel,245.25,research & development,21,3,,1199,1,m,30.66,3,1,laboratory technician,3,unknown,1980.83,5150.17,1,no,20,,3,part time,1,1.0,0,2.0,1,0,0,1997,23770.0,false
28,no,travel_frequently,290.04,research & development,6,3,life sciences,1200,3,m,36.255,2,1,research scientist,3,divorced,2342.59,6090.75,1,yes,14,3.0,4,full time,1,,2,3.0,3,0,2,1995,28111.08,0
28,yes,non-travel,290.04,research & development,12,1,,1201,3,f,36.255,3,1,laboratory technician,4,married,2342.5941666666668,6090.75,1,unknown,11,,4,full time,0,,4,2.0,1,0,0,1995,28111.13,true
40,no,non-travel,456.24,research & development,-29,2,medical,1202,29,f,57.03,2,2,research scientist,4,married,3685.0,9581.0,3,yes,13,3.0,4,part time,1,16.0,3,1.0,1,0,0,1983,44220.0,1
19,no,travel_rarely,263.3,research & development,-47,2,,1203,3,m,32.9125,3,1,research scientist,1,single,2126.67,5529.33,1,no,25,,3,full time,0,1.0,4,3.0,1,0,0,2004,25520.04,false
20,no,travel_rarely,276.3,sales,21,3,marketing,1204,3,m,34.5375,4,1,sales representative,4,single,2231.67,5802.33,1,unknown,17,3.0,4,part time,0,2.0,2,3.0,2,2,2,2003,26780.0,yes
40,no,non-travel,556.26,sales,10,3,,1205,2,f,69.53,2,2,sales executive,2,divorced,4492.8425,11681.39,7,no,12,3.0,2,part time,1,7.0,2,4.0,5,1,3,1983,53914.11,false
19,yes,non-travel,290.04,research & development,10,3,,1206,1,f,36.255,2,1,research scientist,2,unknown,2342.5941666666668,6090.75,1,unknown,25,4.0,2,part time,0,,2,4.0,1,0,0,2004,28111.13,true
59,no,non-travel,533.52,sales,3,3,,1207,3,f,66.69,2,2,sales executive,4,single,4309.166666666667,11203.83,5,no,17,3.0,4,part time,0,13.0,2,3.0,6,0,5,1964,51710.0,false
30,no,travel_rarely,1229.43,unknown,17,4,medical,1208,2,f,153.68,3,3,manager,1,unknown,9930.0,25818.0,1,yes,23,4.0,4,full time,2,,2,3.0,9,0,8,1993,119160.0,false
45,no,travel_rarely,967.78,research & development,29,3,,1209,2,m,120.97,3,3,manufacturing director,4,married,7816.666666666667,20323.33,4,yes,18,,4,part time,2,,4,4.0,3,1,2,1978,93800.0,true
40,no,travel_rarely,290.04,research & development,2,3,,1210,3,m,36.255,3,1,research scientist,3,unknown,2342.59,6090.75,2,no,14,3.0,3,full time,1,,3,4.0,3,1,2,1983,28111.08,0
30,no,non-travel,556.26,sales,-42,1,life sciences,1211,4,m,69.5325,3,2,sales executive,3,unknown,4492.84,11681.39,8,unknown,15,,3,full time,2,4.0,2,2.0,2,2,2,1993,53914.08,0
24,no,non-travel,290.04,research & development,-24,2,technical degree,1212,3,m,36.255,2,1,laboratory technician,1,unknown,2342.5941666666668,6090.75,0,unknown,14,,2,part time,3,,3,3.0,1,0,0,1999,28111.13,false
32,no,non-travel,606.46,research & development,5,2,life sciences,1213,4,f,75.8075,2,2,research scientist,2,married,4898.33,12735.67,3,no,12,3.0,1,full time,1,12.0,2,3.0,7,2,5,1991,58779.96,true
28,yes,travel_rarely,290.04,research & development,24,3,medical,1214,3,m,36.255,3,1,laboratory technician,2,married,2342.59,6090.75,1,unknown,17,3.0,3,part time,3,,3,3.0,1,0,0,1995,28111.13,0
49,no,non-travel,556.26,sales,11,4,,1215,4,f,69.5325,3,2,sales executive,4,single,4492.8425,11681.39,3,unknown,12,3.0,3,part time,0,8.0,1,4.0,5,0,4,1974,53914.11,true
38,no,travel_frequently,254.63,research & development,2,2,medical,1216,3,f,31.83,2,1,laboratory technician,2,married,2056.6666666666665,5347.33,4,unknown,14,3.0,2,part time,1,9.0,4,2.0,6,0,5,1985,24680.0,0
46,no,travel_rarely,1973.98,research & development,2,4,,1217,3,m,246.75,3,5,research director,4,unknown,15943.72,41453.67,7,unknown,17,3.0,3,full time,1,24.0,3,3.0,2,2,2,1977,191324.62,1
34,yes,travel_frequently,556.26,research & development,9,4,life sciences,1218,4,m,69.5325,3,2,laboratory technician,1,unknown,4492.8425,11681.39,4,unknown,17,3.0,3,part time,1,,3,2.0,7,0,7,1989,53914.11,false
39,no,non-travel,425.8,sales,20,3,life sciences,1219,3,m,53.225,3,2,sales executive,4,unknown,3439.17,8941.83,2,unknown,18,3.0,4,part time,1,7.0,6,3.0,2,2,2,1984,41270.0,0
26,yes,travel_rarely,221.62,human resources,20,2,,1220,4,f,27.7,3,1,human resources,2,married,1790.0,4654.0,0,yes,11,3.0,3,part time,0,6.0,3,3.0,5,1,4,1997,21480.0,yes
54,no,travel_rarely,556.26,research & development,7,4,medical,1221,4,f,69.5325,3,2,research scientist,4,married,4492.84,11681.39,4,no,15,3.0,2,full time,1,14.0,2,2.0,7,1,7,1969,53914.08,false
36,no,travel_frequently,400.94,human resources,2,1,,1222,2,m,50.12,2,2,human resources,4,unknown,3238.3333333333335,8419.67,1,no,21,4.0,4,part time,0,10.0,2,2.0,10,0,8,1987,38860.0,true
32,yes,travel_frequently,290.04,research & development,5,2,,1223,1,f,36.255,4,1,research scientist,3,unknown,2342.59,6090.75,3,yes,14,3.0,1,part time,0,8.0,2,3.0,4,0,3,1991,28111.13,0
32,no,non-travel,687.87,research & development,15,4,,1224,3,f,85.98375,3,2,healthcare representative,4,unknown,5555.83,14445.17,5,no,18,3.0,2,full time,1,9.0,6,3.0,5,1,2,1991,66669.95999999999,yes
28,yes,non-travel,290.04,research & development,17,3,,1225,3,m,36.255,2,1,laboratory technician,4,unknown,2342.59,6090.75,5,no,12,3.0,1,part time,1,,2,2.0,4,0,3,1995,28111.13,yes
33,no,non-travel,290.04,research & development,1,2,medical,1226,2,m,36.255,2,1,laboratory technician,3,divorced,2342.59,6090.75,1,unknown,12,3.0,3,full time,3,,2,2.0,1,0,0,1990,28111.08,0
thirty-seven,yes,travel_rarely,215.63,research & development,2,2,,1227,4,m,26.95375,2,1,laboratory technician,3,single,1741.6666666666667,4528.33,6,yes,15,3.0,2,full time,0,7.0,3,3.0,0,0,0,1986,20900.0,true
59,no,travel_rarely,290.04,research & development,3,3,medical,1228,3,f,36.255,4,1,laboratory technician,1,unknown,2342.5941666666668,6090.75,4,unknown,20,,1,full time,3,12.0,3,2.0,1,0,0,1964,28111.13,true
30,no,travel_rarely,290.04,research & development,24,1,life sciences,1229,4,m,36.255,3,1,laboratory technician,3,divorced,2342.59,6090.75,1,unknown,22,4.0,2,full time,1,1.0,2,3.0,1,0,0,1993,28111.08,true
22,no,non-travel,290.04,research & development,16,2,,1230,4,m,36.255,4,1,laboratory technician,4,unknown,2342.59,6090.75,1,yes,13,3.0,2,full time,2,,2,2.0,1,0,0,2001,28111.13,false
21,no,travel_rarely,290.04,research & development,15,2,,1231,3,m,36.255,3,1,research scientist,4,single,2342.5941666666668,6090.75,1,no,14,3.0,4,part time,0,0.0,6,3.0,0,0,0,2002,28111.13,yes
30,no,travel_rarely,290.04,research & development,9,2,medical,1232,4,m,36.25,2,1,laboratory technician,3,unknown,2342.59,6090.75,1,unknown,13,3.0,1,part time,0,10.0,5,3.0,10,1,8,1993,28111.13,0
39,yes,travel_rarely,215.22,sales,-18,3,technical degree,1233,18,m,26.9025,3,2,sales representative,4,married,1738.3333333333333,4519.67,3,no,14,3.0,3,part time,1,19.0,6,4.0,1,0,0,1984,20860.0,true
24,yes,travel_rarely,290.04,research & development,1,3,,1234,2,m,36.25,3,1,research scientist,4,unknown,2342.5941666666668,6090.75,2,yes,16,3.0,1,part time,1,6.0,2,,2,2,0,1999,28111.13,false
35,no,non-travel,201.29,research & development,4,2,other,1235,3,m,25.16125,3,1,laboratory technician,4,divorced,1625.8333333333333,4227.17,1,unknown,12,3.0,3,part time,1,1.0,3,3.0,1,0,0,1988,19510.0,1
27,no,non-travel,290.04,research & development,2,4,life sciences,1236,4,f,36.255,3,1,laboratory technician,1,divorced,2342.59,6090.75,1,unknown,13,3.0,4,part time,1,,6,3.0,1,0,0,1996,28111.13,false
26,yes,non-travel,290.04,research & development,25,3,life sciences,1237,1,m,36.255,1,1,laboratory technician,3,single,2342.59,6090.75,1,unknown,12,3.0,3,full time,0,1.0,2,2.0,1,0,1,1997,28111.08,0
37,no,non-travel,311.79,research & development,-24,2,life sciences,1238,2,m,38.97375,3,1,research scientist,2,married,2518.3333333333335,6547.67,4,no,21,4.0,1,full time,0,8.0,1,3.0,1,0,0,1986,30220.0,0
35,no,non-travel,290.04,research & development,-46,1,,1239,46,m,36.255,4,1,laboratory technician,4,unknown,2342.59,6090.75,1,no,19,,4,full time,0,1.0,2,3.0,1,0,1,1988,28111.08,true
48,yes,non-travel,1032.49,research & development,1,2,,1240,1,m,129.06125,2,3,laboratory technician,3,unknown,8339.32,21682.23,9,unknown,13,3.0,4,part time,0,,2,3.0,1,0,0,1975,100071.84,false
35,no,non-travel,1032.49,research & development,11,2,medical,1241,3,m,129.06125,2,3,healthcare representative,1,married,8339.32,21682.23,2,yes,13,3.0,3,part time,1,10.0,3,3.0,4,2,3,1988,100071.84,true
55,no,travel_rarely,1582.77,unknown,8,3,,1242,4,f,197.85,3,4,manager,3,divorced,12783.92,33238.2,2,yes,14,3.0,3,full time,3,21.0,2,3.0,5,0,2,1968,153407.07,yes
45,no,non-travel,1003.27,research & development,7,3,life sciences,1243,2,m,125.40875,3,3,research scientist,1,unknown,8103.33,21068.67,2,no,17,3.0,3,part time,1,,2,3.0,1,0,0,1978,97240.0,yes
36,yes,non-travel,349.56,research & development,9,3,medical,1244,4,m,43.69,2,1,research scientist,3,unknown,2823.33,7340.67,0,unknown,17,3.0,1,full time,1,,0,2.0,1,0,0,1987,33880.0,true
36,no,travel_rarely,313.44,research & development,6,3,life sciences,1245,2,f,39.18,4,1,laboratory technician,4,unknown,2531.67,6582.33,3,no,12,3.0,2,full time,0,,3,3.0,1,0,0,1987,30380.04,1
45,no,travel_rarely,1032.49,research & development,6,4,other,1246,4,m,129.06125,3,3,research director,1,unknown,8339.32,21682.23,4,yes,14,3.0,2,part time,0,,3,4.0,0,0,0,1978,100071.84,0
55,no,non-travel,1032.49,sales,1,2,,1247,1,m,129.06125,3,3,sales executive,4,married,8339.32,21682.23,3,unknown,14,3.0,4,full time,1,,4,3.0,1,1,0,1968,100071.84,yes
23,no,non-travel,239.57,sales,2,1,technical degree,1248,3,m,29.94625,3,1,sales representative,1,divorced,1935.0,5031.0,3,no,13,3.0,3,part time,1,,3,3.0,0,0,0,2000,23220.0,0
32,no,travel_rarely,290.04,research & development,1,1,life sciences,1249,4,m,36.255,3,1,research scientist,1,single,2342.59,6090.75,1,no,13,3.0,4,part time,0,,2,3.0,1,0,0,1991,28111.13,yes
20,yes,non-travel,301.89,research & development,6,3,life sciences,1250,4,f,37.73625,2,1,laboratory technician,4,single,2438.33,6339.67,1,yes,18,,2,full time,0,,5,3.0,1,1,0,2003,29259.96,false
37,no,non-travel,556.26,research & development,2,2,life sciences,1251,3,m,69.53,2,2,healthcare representative,4,divorced,4492.84,11681.39,5,no,14,3.0,4,part time,1,17.0,2,4.0,1,0,0,1986,53914.11,0
22,no,non-travel,290.04,research & development,15,3,,1252,2,f,36.25,3,1,laboratory technician,4,single,2342.59,6090.75,1,no,15,3.0,3,part time,0,,5,3.0,0,0,0,2001,28111.13,false
34,no,non-travel,464.8,research & development,-24,4,life sciences,1253,24,f,58.1,2,2,research scientist,2,unknown,3754.17,9760.83,6,unknown,15,3.0,3,part time,1,,3,3.0,1,0,0,1989,45050.0,true
36,no,non-travel,292.5,research & development,3,2,life sciences,1254,1,f,36.5625,3,1,laboratory technician,4,divorced,2362.5,6142.5,5,unknown,22,4.0,1,full time,1,,2,3.0,1,0,0,1987,28350.0,0
19,yes,travel_rarely,290.04,sales,22,1,marketing,1255,4,m,36.255,3,1,sales representative,3,single,2342.5941666666668,6090.75,1,yes,19,3.0,4,part time,0,0.0,2,2.0,0,0,0,2004,28111.13,yes
41,no,non-travel,290.04,research & development,9,4,life sciences,1256,3,m,36.255,3,1,laboratory technician,1,unknown,2342.5941666666668,6090.75,2,unknown,21,4.0,4,part time,1,7.0,2,3.0,5,1,4,1982,28111.13,true
19,no,non-travel,290.04,research & development,-18,1,,1257,2,f,36.255,3,1,laboratory technician,2,single,2342.59,6090.75,1,no,14,,4,part time,0,1.0,3,3.0,1,0,0,2004,28111.13,0
51,no,non-travel,556.26,research & development,7,4,,1258,2,m,69.5325,2,2,manufacturing director,3,married,4492.84,11681.39,2,no,17,3.0,3,full time,0,10.0,2,3.0,1,0,0,1972,53914.11,yes
58,no,non-travel,290.04,research & development,9,3,,1259,2,f,36.255,2,1,research scientist,2,married,2342.5941666666668,6090.75,4,yes,20,4.0,2,part time,1,9.0,3,2.0,1,0,0,1965,28111.13,0
19,yes,travel_frequently,290.04,sales,1,1,,1260,3,f,36.255,1,1,sales representative,1,unknown,2342.59,6090.75,0,no,21,4.0,1,part time,0,1.0,5,,0,0,0,2004,28111.13,yes
19,yes,travel_rarely,290.04,research & development,2,3,life sciences,1261,2,m,36.255,2,1,laboratory technician,4,single,2342.59,6090.75,1,unknown,22,4.0,3,part time,0,1.0,3,2.0,1,1,0,2004,28111.13,yes
35,yes,travel_rarely,556.26,research & development,23,2,,1262,2,m,69.5325,2,2,manufacturing director,3,unknown,4492.84,11681.39,3,yes,13,3.0,1,part time,0,8.0,1,3.0,1,0,1,1988,53914.11,true
38,no,travel_rarely,676.1,research & development,-38,4,,1263,4,m,84.5125,3,2,manufacturing director,3,unknown,5460.833333333333,14198.17,9,unknown,14,3.0,2,full time,0,14.0,3,3.0,1,0,0,1985,65530.0,false
38,yes,non-travel,688.48,research & development,29,1,medical,1264,2,m,86.06,3,2,healthcare representative,1,married,5560.83,14458.17,7,yes,19,,2,full time,0,17.0,2,3.0,1,0,0,1985,66730.0,0
41,no,non-travel,1402.25,unknown,6,3,life sciences,1265,4,f,175.28,3,3,manager,4,single,11325.83,29447.17,3,yes,18,3.0,3,full time,0,,3,3.0,1,0,0,1982,135910.0,false
59,no,travel_rarely,224.61,research & development,3,3,life sciences,1266,3,m,28.07625,2,1,research scientist,4,married,1814.1666666666667,4716.83,3,unknown,17,3.0,1,part time,1,7.0,6,3.0,1,0,0,1964,21770.0,yes
50,no,travel_rarely,2013.66,unknown,1,4,medical,1267,4,f,251.7075,3,5,manager,4,divorced,16264.17,42286.83,3,no,11,3.0,3,full time,1,,3,2.0,7,0,6,1973,195170.0,false
41,no,travel_rarely,556.26,research & development,19,2,life sciences,1268,3,m,69.5325,3,2,research scientist,1,divorced,4492.84,11681.39,2,unknown,16,3.0,1,part time,2,17.0,2,2.0,1,0,0,1982,53914.11,1
45,no,non-travel,1981.16,unknown,1,3,,1269,3,m,247.645,4,5,manager,4,unknown,16001.67,41604.33,0,unknown,11,3.0,3,full time,1,25.0,2,3.0,24,1,7,1978,192020.0,0
37,yes,non-travel,1036.7,research & development,10,3,medical,1270,1,m,129.5875,3,3,manufacturing director,3,unknown,8373.33,21770.67,6,no,11,,2,full time,2,17.0,5,3.0,1,0,0,1986,100480.0,1
51,no,non-travel,280.94,research & development,-38,3,,1271,3,m,35.1175,3,1,research scientist,4,married,2269.17,5899.83,1,no,11,3.0,2,part time,0,1.0,0,2.0,1,0,0,1972,27230.0,true
28,yes,travel_rarely,290.04,research & development,2,4,life sciences,1272,1,m,36.25,3,1,laboratory technician,3,single,2342.59,6090.75,2,unknown,11,3.0,3,part time,0,5.0,5,1.0,0,0,0,1995,28111.13,false
29,no,travel_rarely,685.49,sales,2,3,medical,1273,1,m,85.69,2,2,sales executive,2,married,5536.666666666667,14395.33,2,no,19,3.0,2,full time,2,10.0,2,,0,0,0,1994,66440.0,true
31,no,travel_rarely,556.26,research & development,23,3,medical,1274,2,m,69.5325,2,2,healthcare representative,4,unknown,4492.84,11681.39,0,no,21,,2,part time,1,10.0,2,3.0,9,7,8,1992,53914.11,true
38,no,travel_rarely,578.29,sales,7,2,medical,1275,1,f,72.29,4,2,sales executive,1,unknown,4670.83,12144.17,1,yes,24,4.0,3,full time,1,8.0,3,3.0,8,7,7,1985,56050.0,0
44,yes,travel_frequently,326.13,research & development,-12,3,life sciences,1276,12,m,40.76625,3,1,laboratory technician,3,unknown,2634.17,6848.83,3,yes,22,4.0,4,full time,1,19.0,0,1.0,1,0,0,1979,31610.0,yes
36,no,non-travel,556.26,research & development,3,3,technical degree,1277,3,m,69.5325,3,2,research scientist,2,single,4492.84,11681.39,4,unknown,12,3.0,4,part time,0,10.0,2,3.0,8,7,7,1987,53914.11,yes
18,yes,non-travel,146.51,research & development,3,3,,1278,3,m,18.31375,3,1,laboratory technician,3,single,1183.33,3076.67,1,no,13,3.0,3,full time,0,0.0,2,3.0,0,0,0,2005,14199.96,1
36,no,non-travel,290.04,research & development,18,4,life sciences,1279,3,m,36.25,4,1,laboratory technician,4,married,2342.59,6090.75,4,no,18,3.0,4,part time,2,4.0,2,3.0,1,0,0,1987,28111.13,true
18,no,non-travel,123.81,sales,10,3,,1280,4,f,15.47625,2,1,sales representative,3,unknown,1000.0,2600.0,1,no,12,3.0,1,part time,0,0.0,2,3.0,0,0,0,2005,12000.0,0
39,yes,travel_rarely,540.43,sales,3,2,,1281,4,f,67.55375,3,2,sales executive,3,married,4365.0,11349.0,4,yes,18,3.0,1,full time,0,12.0,3,2.0,1,0,0,1984,52380.0,true
43,no,travel_rarely,1030.2,research & development,-15,3,,1282,15,f,128.775,3,3,healthcare representative,1,married,8320.833333333334,21634.17,8,no,16,3.0,1,part time,1,,1,2.0,1,0,0,1980,99850.0,true
47,no,travel_frequently,556.26,sales,4,1,medical,1283,2,m,69.5325,3,2,sales representative,3,unknown,4492.8425,11681.39,3,no,19,3.0,1,part time,0,5.0,3,3.0,0,0,0,1976,53914.11,false
42,no,travel_rarely,1649.97,research & development,23,5,,1284,1,f,206.24625,3,4,research director,4,single,13326.666666666666,34649.33,2,no,14,3.0,2,full time,0,16.0,2,3.0,1,0,0,1981,159920.0,0
32,no,non-travel,244.52,research & development,2,3,,1285,3,f,30.57,3,1,laboratory technician,2,married,1975.0,5135.0,1,no,13,,3,part time,1,8.0,4,3.0,8,0,7,1991,23700.0,true
48,no,travel_rarely,1032.49,unknown,29,1,medical,1286,1,f,129.06125,3,3,manager,3,married,8339.32,21682.23,3,unknown,21,4.0,2,part time,1,15.0,3,1.0,0,0,0,1975,100071.84,yes
42,no,travel_rarely,699.63,research & development,2,4,,1287,1,m,87.45375,2,2,healthcare representative,4,unknown,5650.83,14692.17,3,unknown,23,4.0,2,full time,0,,6,3.0,1,0,0,1981,67810.0,0
36,no,non-travel,686.42,sales,1,5,medical,1288,4,f,85.8025,3,2,sales executive,4,unknown,5544.17,14414.83,4,unknown,15,,2,full time,0,,6,3.0,1,0,0,1987,66530.04000000001,1
33,yes,travel_rarely,294.15,sales,5,3,marketing,1289,4,f,36.76875,3,1,sales representative,3,single,2375.8333333333335,6177.17,1,unknown,13,,2,full time,0,1.0,2,3.0,1,0,0,1990,28510.0,false
46,no,non-travel,542.49,research & development,7,4,medical,1290,3,f,67.81,3,2,manufacturing director,3,married,4381.666666666667,11392.33,2,unknown,14,3.0,3,part time,0,7.0,2,4.0,1,0,0,1977,52580.0,true
21,yes,travel_rarely,290.04,sales,12,3,life sciences,1291,3,f,36.255,4,1,sales representative,2,single,2342.59,6090.75,1,unknown,15,3.0,4,full time,0,1.0,0,3.0,1,0,0,2002,28111.08,0
30,no,non-travel,255.46,sales,2,1,technical degree,1292,3,m,31.9325,3,1,sales representative,2,unknown,2063.33,5364.67,1,unknown,18,3.0,1,full time,1,,3,3.0,1,0,0,1993,24759.96,yes
30,yes,travel_frequently,235.75,research & development,4,3,,1293,3,m,29.46875,3,1,research scientist,4,single,1904.17,4950.83,9,yes,23,4.0,3,part time,0,3.0,4,3.0,1,0,0,1993,22850.0,false
thirty-two,no,travel_rarely,433.02,research & development,10,4,,1294,3,m,54.13,3,2,manufacturing director,2,single,3497.5,9093.5,2,unknown,12,3.0,4,part time,0,18.0,2,2.0,1,0,1,1986,41970.0,true
40,no,travel_rarely,355.75,research & development,2,3,,1295,2,f,44.46875,2,2,laboratory technician,3,married,2873.33,7470.67,6,no,22,4.0,2,full time,1,,3,3.0,1,0,0,1983,34479.96,1
28,no,travel_rarely,470.27,research & development,17,2,,1296,3,m,58.78,3,2,laboratory technician,1,unknown,3798.33,9875.67,1,unknown,12,3.0,4,part time,1,10.0,2,,10,1,8,1995,45580.0,false
38,no,travel_frequently,175.6,research & development,2,2,,1297,4,m,21.95,3,1,laboratory technician,4,married,1418.33,3687.67,1,yes,23,4.0,3,part time,1,,3,3.0,1,0,0,1985,17020.0,false
19,yes,non-travel,264.54,human resources,2,2,technical degree,1298,1,m,33.07,2,1,human resources,4,single,2136.67,5555.33,1,no,12,3.0,3,part time,0,1.0,3,4.0,1,0,0,2004,25640.0,true
57,no,travel_rarely,1582.77,unknown,29,3,,1299,1,m,197.84625,2,4,manager,4,divorced,12783.9225,33238.2,3,no,12,3.0,3,full time,1,,3,2.0,1,0,0,1966,153407.07,yes
47,no,travel_rarely,523.1,research & development,2,2,medical,1300,1,f,65.3875,3,2,manufacturing director,4,unknown,4225.0,10985.0,5,unknown,13,,3,part time,3,20.0,2,3.0,5,0,4,1976,50700.0,true
54,no,travel_rarely,390.0,research & development,8,4,life sciences,1301,3,f,48.75,3,2,laboratory technician,3,single,3150.0,8190.0,7,unknown,11,3.0,3,part time,0,,3,3.0,1,0,0,1969,37800.0,false
31,yes,travel_frequently,1013.59,research & development,-42,3,,1302,42,m,126.7,3,3,healthcare representative,3,unknown,8186.666666666667,21285.33,3,no,12,3.0,1,part time,0,12.0,2,3.0,1,0,0,1992,98240.0,1
18,yes,travel_frequently,193.76,sales,5,3,marketing,1303,2,m,24.22,3,1,sales representative,2,unknown,1565.0,4069.0,1,yes,14,3.0,4,part time,0,,3,3.0,0,0,0,2005,18780.0,0
40,no,non-travel,1032.49,sales,28,3,other,1304,3,m,129.06125,1,3,sales executive,1,unknown,8339.32,21682.23,3,no,15,3.0,3,part time,1,20.0,2,3.0,1,0,1,1983,100071.84,true
26,no,non-travel,556.26,sales,29,2,,1305,1,m,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,5,unknown,12,3.0,1,part time,2,8.0,5,3.0,0,0,0,1997,53914.11,true
26,yes,travel_rarely,241.43,research & development,-24,3,,1306,3,m,30.17875,1,1,laboratory technician,4,single,1950.0,5070.0,1,yes,18,3.0,2,full time,0,1.0,3,1.0,1,0,0,1997,23400.0,yes
38,no,non-travel,556.26,research & development,10,3,,1307,3,f,69.5325,3,2,healthcare representative,3,unknown,4492.84,11681.39,3,no,19,3.0,3,full time,1,18.0,4,,1,0,0,1985,53914.08,true
24,no,non-travel,219.45,research & development,17,2,other,1308,4,m,27.43125,2,1,laboratory technician,2,married,1772.5,4608.5,1,no,21,4.0,4,part time,1,1.0,2,3.0,1,0,0,1999,21270.0,yes
30,yes,travel_frequently,209.75,sales,12,4,,1309,2,m,26.21875,2,1,sales representative,1,married,1694.17,4404.83,1,no,18,3.0,3,part time,1,1.0,2,4.0,1,0,0,1993,20330.0,true
37,no,travel_rarely,990.68,sales,2,3,marketing,1310,4,m,123.835,3,2,sales executive,3,married,8001.67,20804.33,4,unknown,11,3.0,3,full time,1,,3,2.0,3,1,0,1986,96020.0,0
20,no,travel_rarely,290.04,research & development,1,3,life sciences,1311,4,f,36.255,2,1,research scientist,2,unknown,2342.59,6090.75,1,no,13,,4,part time,0,1.0,0,4.0,1,0,0,2003,28111.13,yes
43,no,non-travel,1715.48,research & development,-14,4,other,1312,2,m,214.435,2,4,research director,4,divorced,13855.83,36025.17,4,unknown,14,3.0,3,full time,1,21.0,3,,1,0,0,1980,166270.0,0
38,no,non-travel,290.04,research & development,-27,1,life sciences,1313,3,f,36.25,3,1,research scientist,1,unknown,2342.59,6090.75,3,no,17,3.0,4,part time,0,8.0,3,2.0,0,0,0,1985,28111.13,1
