age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
29,yes,travel_rarely,290.04,,10,3,,1,1351,4,1,36.25,2,1, research scientist ,1,single,2342.59,6090.75,6,,yes,20,4.0,3,part time,0,3.0,5,3.0,0,,0,0,2342.59,1994,28111.13,,,1
47,no,travel_rarely,429.52,,-18,2,life sciences,1,1352,4,1,,3,2, sales executive ,4,single,3469.17,9019.83,1,y,yes,17,3.0,3,,0,9.0,0,3.0,9,,0,7,3469.17,1976,,,,0
18,no,,290.04,,5,2,,1,1353,2,0,36.25,3,1, research scientist ,4,,2342.59,6090.75,1,,no,15,3.0,4,part time,0,,2,3.0,0,,0,0,2342.59,2005,28111.13,,,true
20,yes,,268.25,,-16,3,medical,1,1354,4,1,33.53,2,1, research scientist ,1,,,5633.33,1,,yes,15,3.0,1,part time,0,1.0,2,3.0,1,,0,0,,2003,26000.0,,,0
42,no,,1888.4,,5,2,,1,1355,4,0,,3,5, manager ,3,,15252.5,39656.5,6,,no,13,3.0,2,full time,0,21.0,3,4.0,1,,0,0,15252.5,1981,183030.0,,,yes
50,no,travel_rarely,245.56, research & development ,9,3,,1,1356,1,0,,3,1, laboratory technician ,4,married,1983.33,5156.67,4,,no,18,,2,,0,8.0,5,3.0,1,,0,0,1983.33,1973,, laboratory technician  -  research & development ,,1
37,yes,travel_rarely,492.87,,11,2,medical,1,1357,1,1,61.61,1,2, healthcare representative ,2,,3980.83,10350.17,5,,no,15,3.0,1,part time,0,15.0,2,1.0,1,,0,0,3980.83,1986,47770.0,,,1
38,no,,556.26,,3,4,life sciences,1,1358,2,0,,3,2, sales executive ,4,,4492.84,11681.39,8,,yes,12,3.0,3,,0,19.0,1,3.0,1,,0,0,4492.84,1985,,,,0
36,yes,,556.26,,15,3,,1,1359,1,0,,3,2, laboratory technician ,3,divorced,,11681.39,7,,,14,3.0,2,part time,1,9.0,3,2.0,1,,0,0,,1987,53914.11,,,true
28,no,travel_rarely,108.54, sales ,10,1,medical,1,1360,4,0,,3,1, sales representative ,2,married,87667.0,2279.33,1,y,no,22,4.0,2,,0,,5,3.0,1,,0,0,87667.0,1995,10520.0, sales representative  -  sales ,,1
43,no,,1032.49,,25,3,,1,1361,3,0,,2,3, sales executive ,4,,,21682.23,5,y,no,13,3.0,3,part time,1,18.0,5,3.0,1,,0,0,,1980,100071.84,,,1
21,yes,travel_rarely,290.04, research & development ,10,3,,1,1362,3,1,,2,1, laboratory technician ,1,single,2342.59,6090.75,1,,no,13,,1,part time,0,1.0,6,2.0,1,,1,0,2342.59,2002,28111.13, laboratory technician  -  research & development ,,yes
51,yes,travel_rarely,253.91,,4,4,,1,1363,1,0,,3,1, research scientist ,3,married,,5332.17,9,,,12,,3,part time,3,18.0,2,4.0,10,,2,7,,1972,24610.0,,,0
37,no,,556.26, sales ,10,4,,1,1364,4,1,,2,2, sales executive ,4,divorced,,11681.39,2,,yes,14,,3,part time,3,8.0,5,3.0,1,,0,0,,1986,53914.11, sales executive  -  sales ,,0
28,yes,,267.84, research & development ,1,3,medical,1,1365,1,0,,2,1, laboratory technician ,2,divorced,,5624.67,1,,no,15,,1,,2,,2,3.0,1,,0,0,,1995,25960.0, laboratory technician  -  research & development ,,0
50,yes,,487.81,,1,4,,1,1366,4,0,,3,2, sales executive ,3,single,,10244.0,3,y,yes,14,3.0,4,part time,0,5.0,4,3.0,0,,0,0,,1973,47280.0,,,true
34,no,,290.04,,3,4,,1,1367,3,0,,2,1, research scientist ,4,,2342.59,6090.75,3,y,no,17,3.0,4,part time,3,6.0,2,3.0,0,,0,0,2342.59,1989,28111.13,,,1
38,no,travel_rarely,758.44,,2,2,marketing,1,1368,4,0,,3,3, sales executive ,2,single,6125.83,15927.17,7,y,no,16,3.0,3,part time,0,,2,3.0,1,,0,0,6125.83,1985,73510.0,,,yes
42,no,,556.26,,29,3,,1,1369,2,0,,1,2, laboratory technician ,4,,4492.84,11681.39,4,,,19,3.0,1,part time,0,16.0,3,3.0,1,,0,0,4492.84,1981,53914.11,,,0
18,yes,,290.04,,8,1,,1,1370,3,0,,3,1, laboratory technician ,3,single,2342.59,6090.75,1,,no,12,3.0,4,part time,0,,0,3.0,0,,0,0,2342.59,2005,28111.13,,,yes
41,no,,491.73,,12,4,,1,1371,2,0,,3,1, laboratory technician ,4,,3971.67,10326.33,3,,yes,11,3.0,1,full time,1,6.0,4,,1,,0,0,3971.67,1982,47660.0,,,0
35,no,travel_rarely,232.97, research & development ,1,4,medical,1,1372,4,0,,2,1, laboratory technician ,3,,1881.67,4892.33,6,y,no,12,3.0,2,part time,1,,2,3.0,8,,1,7,1881.67,1988,22580.0, laboratory technician  -  research & development ,,1
32,no,,291.67, sales ,2,1,,1,1373,3,1,,3,1, sales representative ,1,,,6125.17,1,,,12,3.0,3,full time,3,1.0,3,3.0,1,,0,0,,1991,28270.0, sales representative  -  sales ,,true
22,yes,,294.36,,3,4,life sciences,1,1374,3,0,36.79,2,1, research scientist ,4,married,2377.5,6181.5,0,,yes,11,3.0,2,full time,1,1.0,5,3.0,0,,0,0,2377.5,2001,28530.0,,,true
44,no,non-travel,236.27,,-26,3,,1,1375,26,0,,1,1, research scientist ,3,single,,4961.67,2,y,no,13,,4,part time,0,6.0,3,3.0,0,,0,0,,1979,22900.0,,,yes
41,yes,non-travel,217.39,,5,2,life sciences,1,1376,1,0,,2,1, research scientist ,1,,1755.83,4565.17,6,,no,17,3.0,1,part time,1,5.0,2,1.0,1,,0,0,1755.83,1982,21070.0,,,1
40,no,travel_frequently,556.26,,2,4,,1,1377,2,0,,3,2, sales executive ,2,,,11681.39,5,,no,12,3.0,4,part time,3,,2,3.0,0,,0,0,,1983,53914.11,,,false
24,yes,,228.02,,17,2,life sciences,1,1378,4,1,,3,1, laboratory technician ,2,,1841.67,4788.33,1,,,13,3.0,1,part time,1,1.0,3,1.0,1,,0,0,1841.67,1999,22100.0,,,1
42,no,travel_frequently,1360.98,,26,5,medical,1,1379,1,1,,3,3, research director ,1,married,10992.5,28580.5,3,,yes,17,3.0,3,,0,,6,3.0,1,,0,0,10992.5,1981,131910.0,,,false
49,no,,1973.98, research & development ,4,2,medical,1,1380,1,0,,2,5, manager ,3,married,,41453.67,2,,,13,,3,full time,1,23.0,2,4.0,1,,0,0,,1974,191324.62, manager  -  research & development ,,true
48,no,travel_rarely,290.04,,2,2,technical degree,1,1381,4,0,,4,1, laboratory technician ,2,single,2342.59,6090.75,5,y,,11,3.0,3,,0,7.0,4,2.0,1,,0,0,2342.59,1975,,,,true
29,no,travel_rarely,556.26, research & development ,7,3,,1,1382,3,0,,3,2, healthcare representative ,4,,4492.84,11681.39,1,,,11,3.0,2,part time,2,6.0,2,3.0,6,,1,0,4492.84,1994,53914.11, healthcare representative  -  research & development ,,yes
48,no,,1884.48, research & development ,1,3,life sciences,1,1383,4,0,,2,5, research director ,4,single,15220.83,39574.17,6,,no,12,3.0,3,,0,,3,4.0,1,,0,0,15220.83,1975,182650.0, research director  -  research & development ,,true
34,no,,290.04,,20,3,technical degree,1,1384,3,1,36.25,4,1, research scientist ,3,,2342.59,6090.75,0,,no,17,3.0,4,part time,0,2.0,5,2.0,1,,0,0,2342.59,1989,28111.13,,,true
19,no,,290.04,,25,3,life sciences,1,1385,2,1,36.25,4,1, research scientist ,4,single,2342.59,6090.75,1,y,,12,3.0,4,part time,0,1.0,2,3.0,1,,0,1,2342.59,2004,28111.13,,,yes
23,no,,290.04,,1,2,,1,1386,4,0,36.25,3,1, research scientist ,3,,2342.59,6090.75,1,y,no,22,4.0,4,part time,1,1.0,2,3.0,1,0.0,0,1,2342.59,2000,28111.13,,,false
25,yes,travel_frequently,115.35,,-32,1,,1,1387,3,0,,1,1, sales representative ,4,single,93167.0,2422.33,1,y,yes,14,,4,,0,1.0,4,3.0,1,,1,0,93167.0,1998,,,,1
42,no,,244.73,,-34,4,medical,1,1388,2,1,,4,2, research scientist ,2,married,,5139.33,6,y,yes,16,3.0,4,part time,0,18.0,2,3.0,1,,0,0,,1981,23720.0,,,0
51,no,travel_frequently,292.81,,6,2,medical,1,1389,2,1,36.6,2,1, laboratory technician ,3,single,2365.0,6149.0,0,y,,14,3.0,2,full time,0,8.0,6,2.0,7,,7,7,2365.0,1972,28380.0,,,false
45,no,travel_frequently,1863.44,,25,3,medical,1,1390,2,1,,3,5, manager ,2,,15050.83,39132.17,3,,,22,4.0,3,full time,0,22.0,4,3.0,0,,0,0,15050.83,1978,180610.0,,,0
27,no,,290.04,,11,3,medical,1,1391,3,1,,4,1, sales representative ,4,married,2342.59,6090.75,8,,,14,,2,part time,1,5.0,4,3.0,1,,0,0,2342.59,1996,28111.13,,,1
18,no,non-travel,166.21,,1,3,,1,1392,4,1,,3,1, laboratory technician ,4,single,1342.5,3490.5,1,y,,15,3.0,3,part time,0,0.0,5,4.0,0,,0,0,1342.5,2005,16110.0,,,0
31,yes,travel_frequently,290.04,,2,3,,1,1393,3,1,,2,1, sales representative ,4,single,2342.59,6090.75,7,,no,14,3.0,3,part time,0,3.0,3,4.0,1,,0,0,2342.59,1992,28111.13,,,yes
31,yes,travel_frequently,290.04,,1,4,life sciences,1,1394,2,1,,1,1, sales representative ,3,single,2342.59,6090.75,1,,,12,,2,part time,0,,3,3.0,1,,0,0,2342.59,1992,28111.13,,,0
31,yes,travel_rarely,290.04,,8,3,life sciences,1,1395,1,1,,2,1, research scientist ,2,,2342.59,6090.75,1,y,,12,3.0,3,part time,0,,3,4.0,1,,0,0,2342.59,1992,28111.13,,,false
27,no,travel_rarely,290.04,,11,1,life sciences,1,1396,2,0,36.25,3,1, laboratory technician ,1,married,2342.59,6090.75,0,,,14,3.0,2,part time,0,6.0,3,4.0,5,,1,4,2342.59,1996,28111.13,,,0
39,yes,,290.04,,2,3,,1,1397,1,1,,2,1, laboratory technician ,1,single,,6090.75,2,,yes,23,4.0,2,,0,11.0,2,4.0,1,,0,0,,1984,28111.13,,,1
44,no,travel_frequently,491.94,,1,5,marketing,1,1398,1,1,,3,2, sales executive ,3,married,3973.33,10330.67,7,,,12,,3,part time,1,11.0,4,2.0,1,,0,0,3973.33,1979,47680.0,,,false
30,no,,131.44, research & development ,-25,3,,1,1399,25,0,,3,1, research scientist ,3,,,2760.33,1,y,,13,3.0,2,part time,2,1.0,2,2.0,1,,0,0,,1993,12740.0, research scientist  -  research & development ,,false
35,no,travel_rarely,248.03,,-26,1,life sciences,1,1400,4,0,,3,1, sales representative ,3,,2003.33,5208.67,1,,no,13,,1,part time,1,1.0,3,3.0,1,0.0,0,0,2003.33,1988,24040.0,,,1
24,yes,travel_frequently,290.04,,9,3,,1,1401,2,0,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,2,,,11,3.0,3,part time,0,,2,2.0,0,,0,0,2342.59,1999,28111.13,,,false
24,no,,209.75,,13,2,,1,1402,4,1,,3,1, sales representative ,2,married,,4404.83,1,y,,13,3.0,3,part time,1,1.0,2,,1,,0,0,,1999,20330.0,,,true
28,yes,,264.23,,2,2,medical,1,1403,3,0,,2,1, laboratory technician ,1,single,,5548.83,7,,no,11,,3,part time,0,8.0,2,2.0,0,,0,0,,1995,25610.0,,,true
28,no,travel_rarely,161.26,,1,3,life sciences,1,1404,1,0,,2,1, research scientist ,3,,,3386.5,1,y,,14,3.0,4,part time,1,1.0,2,1.0,1,,0,0,,1995,15630.0,,,false
33,no,,659.08,,8,5,,1,1405,4,0,,3,2, healthcare representative ,3,,5323.33,13840.67,2,y,,17,3.0,1,,0,14.0,6,3.0,0,,0,0,5323.33,1990,,,,yes
39,no,travel_rarely,864.19,,6,3,,1,1406,2,1,108.02,3,3, manufacturing director ,2,single,,18148.0,4,y,,18,,4,part time,0,9.0,3,3.0,2,,2,2,,1984,83760.0,,,false
42,no,,499.47,,2,3,medical,1,1407,3,0,,2,1, laboratory technician ,2,married,4034.17,10488.83,4,y,,14,,2,full time,1,,3,,1,,0,0,4034.17,1981,48410.0,,,true
29,no,travel_rarely,290.04,,9,3,,1,1408,3,0,36.25,4,1, research scientist ,3,married,2342.59,6090.75,6,,no,18,3.0,1,part time,2,,2,2.0,1,0.0,0,0,2342.59,1994,28111.13,,,0
35,no,travel_rarely,290.04,,1,3,,1,1409,4,0,,2,1, laboratory technician ,1,,,6090.75,1,,no,19,3.0,2,part time,0,,3,3.0,3,,1,2,,1988,28111.13,,,0
35,yes,travel_rarely,213.98,,-14,3,,1,1410,14,1,,3,1, laboratory technician ,1,,1728.33,4493.67,1,,,12,3.0,4,,1,1.0,2,3.0,1,,0,0,1728.33,1988,,,,1
34,no,,306.63,,-13,4,medical,1,1411,13,0,,3,1, research scientist ,4,single,2476.67,6439.33,1,y,,13,3.0,3,full time,0,,4,,1,,0,0,2476.67,1989,29720.0,,,0
26,no,travel_rarely,290.04,,3,3,,1,1412,1,1,,3,1, research scientist ,4,,,6090.75,1,y,,21,4.0,1,part time,0,1.0,5,3.0,1,,0,0,,1997,28111.13,,,true
36,no,travel_rarely,703.13,,1,4,life sciences,1,1413,2,1,,3,2, sales executive ,3,single,5679.17,14765.83,6,,no,13,3.0,1,full time,0,,5,3.0,1,,0,0,5679.17,1987,68150.0,,,1
50,no,,1973.98,,-24,3,marketing,1,1414,24,0,,3,5, manager ,3,married,15943.72,41453.67,4,y,yes,16,,3,full time,1,,2,3.0,1,,0,0,15943.72,1973,191324.62,,,false
42,no,travel_rarely,1973.98,,9,2,,1,1415,4,0,,2,5, manager ,4,,,41453.67,8,,no,22,4.0,4,full time,0,24.0,2,3.0,1,,0,1,,1981,191324.62,,,false
35,no,,277.54,,7,2,life sciences,1,1416,3,0,,2,1, laboratory technician ,4,,2241.67,5828.33,1,,no,18,3.0,4,,1,,5,2.0,1,,0,1,2241.67,1988,,,,0
46,no,travel_rarely,1812.47,,1,4,life sciences,1,1417,4,0,226.56,4,4, manager ,1,,,38061.83,1,y,,15,3.0,2,full time,0,27.0,5,1.0,26,,0,12,,1977,175670.0,,,0
18,yes,travel_frequently,161.88, sales ,3,2,medical,1,1418,2,1,,3,1, sales representative ,4,single,,3399.5,1,,yes,12,3.0,3,part time,0,0.0,2,4.0,0,,0,0,,2005,15690.0, sales representative  -  sales ,,true
29,no,,431.99,,5,3,,1,1419,1,0,,2,2, sales executive ,2,divorced,3489.17,9071.83,1,,yes,13,,2,part time,1,10.0,3,2.0,10,,0,9,3489.17,1994,41870.0,,,true
31,no,,556.26,,5,4,life sciences,1,1420,1,1,,3,2, sales executive ,4,,4492.84,11681.39,1,,no,11,3.0,1,part time,2,10.0,2,,10,,0,2,4492.84,1992,53914.11,,,yes
41,no,travel_rarely,1032.49,,23,2,,1,1421,4,0,129.06,3,3, sales executive ,3,single,8339.32,21682.23,3,,,16,3.0,4,part time,0,21.0,2,3.0,2,,0,2,8339.32,1982,100071.84,,,true
38,no,travel_rarely,341.1,,4,2,,1,1422,4,1,,3,1, laboratory technician ,3,,,7163.0,7,,,19,3.0,4,full time,1,7.0,5,,0,,0,0,,1985,33060.0,,,yes
32,yes,travel_rarely,143.72,,2,4,life sciences,1,1423,4,0,,3,1, laboratory technician ,2,single,,3018.17,1,,no,12,3.0,1,part time,0,1.0,2,3.0,1,,0,0,,1991,13930.0,,,1
60,no,,1122.85,,1,4,,1,1424,3,0,,1,3, healthcare representative ,4,divorced,9069.17,23579.83,3,,no,20,4.0,3,full time,1,19.0,2,4.0,1,,0,0,9069.17,1963,108830.0,,,0
24,yes,,290.04,,22,1,,1,1425,4,0,,1,1, human resources ,3,married,2342.59,6090.75,1,,no,11,,3,,1,1.0,2,3.0,1,,0,0,2342.59,1999,,,,yes
40,no,travel_rarely,556.26,,8,2,life sciences,1,1426,2,1,,3,2, manufacturing director ,1,,,11681.39,2,,yes,16,3.0,2,,1,18.0,3,3.0,1,,0,0,,1983,53914.11,,,true
30,no,travel_rarely,295.29,,-21,1,,1,1427,2,0,,3,1, research scientist ,4,married,2385.0,6201.0,1,y,no,12,3.0,2,,1,10.0,2,2.0,10,,0,8,2385.0,1993,,,,1
47,no,non-travel,556.26,,2,4,marketing,1,1428,3,0,,3,2, sales executive ,2,,4492.84,11681.39,7,y,no,11,3.0,4,part time,1,4.0,3,1.0,1,,0,0,4492.84,1976,53914.11,,,true
32,yes,travel_rarely,694.88, sales ,1,2,,1,1429,1,0,,1,2, sales executive ,2,single,5612.5,14592.5,6,,,15,3.0,2,full time,0,10.0,2,3.0,0,,0,0,5612.5,1991,67350.0, sales executive  -  sales ,,0
45,no,travel_rarely,1006.57,,-41,3,life sciences,1,1430,41,1,,1,3, human resources ,3,married,,21138.0,4,,,21,4.0,3,,2,9.0,2,4.0,5,,0,3,,1978,97560.0,,,yes
34,no,,290.04,,2,4,,1,1431,4,0,,4,1, research scientist ,4,married,2342.59,6090.75,0,,yes,14,3.0,1,part time,3,6.0,3,3.0,5,,1,2,2342.59,1989,28111.13,,,0
33,yes,,1032.49,,16,3,,1,1432,1,1,,3,3, sales executive ,1,,8339.32,21682.23,2,,yes,20,4.0,3,part time,0,,2,2.0,0,,0,0,8339.32,1990,100071.84,,,true
31,yes,travel_rarely,1032.49,,16,4,,1,1433,1,0,,3,3, sales executive ,3,married,8339.32,21682.23,2,,,13,3.0,1,,3,,2,3.0,1,,0,0,8339.32,1992,,,,true
29,no,travel_rarely,290.04,,4,3,technical degree,1,1434,4,1,,2,1, research scientist ,1,divorced,,6090.75,1,,,13,3.0,3,part time,1,,2,3.0,1,,0,0,,1994,28111.13,,,yes
30,no,,546.21,,16,3,,1,1435,3,0,68.28,4,2, healthcare representative ,3,married,4411.67,11470.33,3,y,no,16,3.0,3,part time,1,10.0,3,3.0,7,,1,7,4411.67,1993,52940.0,,,false
38,no,travel_rarely,556.26,,18,3,medical,1,1436,2,0,69.53,1,2, healthcare representative ,4,married,,11681.39,3,,,16,3.0,3,part time,1,,2,3.0,1,,1,0,,1985,53914.11,,,1
43,yes,,251.44,,17,3,technical degree,1,1437,3,0,31.43,2,1, research scientist ,3,,2030.83,5280.17,9,,yes,16,3.0,4,part time,1,6.0,4,3.0,1,,0,0,2030.83,1980,24370.0,,,false
55,no,travel_rarely,1973.98,,-44,3,,1,1438,3,0,,2,5, research director ,1,married,,41453.67,8,,no,12,3.0,2,full time,3,34.0,2,3.0,1,,0,0,,1968,191324.62,,,false
21,yes,,290.04,,7,1,marketing,1,1439,2,0,,3,1, sales representative ,2,single,2342.59,6090.75,1,,,13,3.0,2,,0,,3,3.0,1,,1,0,2342.59,2002,,,,yes
22,yes,travel_rarely,290.04,,-45,1,medical,1,1440,3,1,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,1,,yes,17,3.0,3,part time,0,1.0,6,3.0,1,,0,0,2342.59,2001,28111.13,,,yes
37,no,travel_rarely,420.02,,8,2,other,1,1441,3,0,,3,2, human resources ,2,divorced,,8820.5,2,y,no,13,3.0,3,part time,0,19.0,4,2.0,10,,4,7,,1986,40710.0,,,1
42,no,travel_rarely,556.26,,13,3,,1,1442,2,0,69.53,4,2, healthcare representative ,1,married,4492.84,11681.39,5,,no,18,,3,part time,2,10.0,2,2.0,0,,0,0,4492.84,1981,53914.11,,,false
18,no,,290.04,,14,3,,1,1443,2,1,,3,1, research scientist ,3,single,2342.59,6090.75,1,,,16,3.0,3,,0,0.0,4,1.0,0,,0,0,2342.59,2005,,,,true
31,yes,travel_rarely,304.98,,18,5,human resources,1,1444,4,0,,4,1, human resources ,1,married,2463.33,6404.67,0,,no,17,3.0,3,full time,0,2.0,4,3.0,1,,0,0,2463.33,1992,29560.0,,,true
36,no,travel_rarely,556.26,,2,4,,1,1445,4,1,,3,2, research scientist ,2,,,11681.39,4,y,yes,22,4.0,4,,1,,2,3.0,1,,0,0,,1987,53914.11,,,yes
32,no,travel_frequently,479.56,,10,4,marketing,1,1446,4,0,59.94,3,2, sales executive ,4,,3873.33,10070.67,8,,,13,3.0,3,part time,0,,2,4.0,0,,0,0,3873.33,1991,46480.0,,,1
29,no,,556.26,,29,1,life sciences,1,1447,4,0,69.53,1,2, healthcare representative ,3,divorced,,11681.39,8,y,no,17,,4,part time,2,11.0,3,,7,,1,6,,1994,53914.11,,,0
42,no,travel_rarely,290.04,,8,3,,1,1448,4,0,,3,1, laboratory technician ,3,,2342.59,6090.75,4,,no,13,,4,part time,0,,3,3.0,0,,0,0,2342.59,1981,28111.13,,,yes
29,no,travel_rarely,289.3,,6,1,,1,1449,4,0,,2,1, human resources ,2,married,2336.67,6075.33,1,,no,11,3.0,4,part time,0,,3,3.0,1,,0,0,2336.67,1994,28040.0,,,yes
29,yes,,251.64,,24,2,,1,1450,4,0,,2,1, research scientist ,4,,2032.5,5284.5,1,y,yes,24,,2,part time,0,1.0,3,2.0,1,,1,0,2032.5,1994,24390.0,,,0
28,no,travel_rarely,294.67, sales ,3,3,medical,1,1451,2,1,,3,1, sales representative ,2,,2380.0,6188.0,1,y,no,19,3.0,4,,1,1.0,3,3.0,1,,0,0,2380.0,1995,, sales representative  -  sales ,,1
30,yes,,290.04,,9,3,,1,1452,2,0,,3,1, sales representative ,4,,2342.59,6090.75,1,y,,13,3.0,3,,0,,3,2.0,1,,0,0,2342.59,1993,,,,false
22,yes,travel_rarely,290.04, research & development ,7,1,life sciences,1,1453,4,0,,3,1, research scientist ,2,single,2342.59,6090.75,1,,,23,4.0,1,,0,1.0,2,3.0,1,,0,0,2342.59,2001,, research scientist  -  research & development ,,yes
26,no,,302.61,,1,2,life sciences,1,1454,2,1,,2,1, research scientist ,3,,2444.17,6354.83,1,y,yes,13,3.0,3,full time,1,1.0,3,2.0,1,,1,0,2444.17,1997,29330.0,,,0
44,no,travel_rarely,556.26,,1,4,,1,1455,2,0,,4,2, healthcare representative ,1,,4492.84,11681.39,2,,,15,3.0,4,part time,1,10.0,5,3.0,2,0.0,2,2,4492.84,1979,53914.11,,,true
29,yes,travel_frequently,112.56, sales ,24,3,technical degree,1,1456,3,0,14.07,4,1, sales representative ,1,single,,2363.83,1,,no,17,3.0,4,part time,0,1.0,3,,1,,0,0,,1994,10910.0, sales representative  -  sales ,,1
28,yes,travel_rarely,556.26,,13,2,marketing,1,1457,4,1,,3,2, sales executive ,3,,4492.84,11681.39,3,y,yes,11,3.0,4,part time,0,6.0,0,3.0,2,,2,2,4492.84,1995,53914.11,,,yes
56,no,travel_rarely,556.26,,11,5,,1,1458,4,1,,2,2, sales executive ,1,married,4492.84,11681.39,4,,,16,3.0,3,part time,1,,3,3.0,0,,0,0,4492.84,1967,53914.11,,,yes
39,no,travel_rarely,531.45,,9,2,,1,1459,1,0,66.43,3,2, manufacturing director ,1,married,,11160.5,1,,no,25,4.0,4,part time,1,10.0,3,3.0,10,,7,9,,1984,51510.0,,,true
58,no,,1582.77,,21,3,,1,1460,4,1,,3,4, manager ,4,,,33238.2,4,,yes,13,3.0,3,full time,1,,2,2.0,1,,0,0,,1965,153407.07,,,yes
42,no,travel_rarely,556.26, sales ,12,4,marketing,1,1461,2,0,,3,2, sales executive ,4,divorced,,11681.39,3,,,12,,3,part time,2,14.0,4,3.0,0,,0,0,,1981,53914.11, sales executive  -  sales ,,false
27,yes,,295.39,,22,3,,1,1462,1,1,,2,1, human resources ,2,married,2385.83,6203.17,1,y,no,12,3.0,1,full time,0,,2,3.0,1,,0,0,2385.83,1996,28630.0,,,false
38,no,travel_rarely,294.87,,1,3,,1,1463,1,0,,2,1, sales representative ,1,single,2381.67,6192.33,4,,,14,3.0,1,,0,20.0,3,2.0,1,,0,0,2381.67,1985,,,,1
32,no,,556.26,,5,4,life sciences,1,1464,4,0,,2,2, manufacturing director ,4,,4492.84,11681.39,8,,no,24,4.0,2,part time,0,,1,3.0,1,,0,0,4492.84,1991,53914.11,,,true
31,no,,116.48,,2,1,medical,1,1465,4,1,,1,1, laboratory technician ,4,,94083.0,2446.17,1,y,,11,3.0,3,part time,3,,4,3.0,1,,0,0,94083.0,1992,11290.0,,,yes
25,no,travel_rarely,290.04,,2,3,,1,1466,3,1,,3,1, human resources ,2,,2342.59,6090.75,4,y,no,14,3.0,3,part time,0,6.0,3,3.0,2,,1,2,2342.59,1998,28111.13,,,0
40,no,,290.04, research & development ,-44,4,,1,1467,1,0,36.25,3,1, laboratory technician ,4,married,2342.59,6090.75,8,,no,19,3.0,3,part time,2,8.0,3,2.0,1,,0,0,2342.59,1983,28111.13, laboratory technician  -  research & development ,,true
39,no,non-travel,2004.79,,9,3,,1,1468,4,0,,3,5, manager ,4,,16192.5,42100.5,2,,,13,3.0,3,full time,0,,3,2.0,6,,1,3,16192.5,1984,194310.0,,,false
23,yes,,290.04,,9,3,,1,1469,4,0,,3,1, sales representative ,1,married,2342.59,6090.75,1,,no,19,3.0,1,,1,,3,,1,,1,0,2342.59,2000,,,,false
35,no,travel_rarely,1032.49,,26,4,life sciences,1,1470,3,1,,3,3, human resources ,4,single,8339.32,21682.23,1,,yes,16,3.0,3,part time,0,,2,,9,,1,7,8339.32,1988,100071.84,,,0
34,no,travel_rarely,238.13,,7,2,technical degree,1,1471,2,0,,3,1, sales representative ,3,,1923.33,5000.67,0,,yes,25,4.0,2,,1,12.0,4,3.0,11,,5,7,1923.33,1989,23080.0,,,1
28,no,non-travel,221.21,,16,3,medical,1,1472,3,0,27.65,3,1, research scientist ,3,single,,4645.33,1,,no,14,3.0,3,part time,0,5.0,3,2.0,5,,1,4,,1995,21440.0,,,false
29,no,,554.36,,1,3,life sciences,1,1473,1,0,69.29,3,2, healthcare representative ,1,married,4477.5,11641.5,0,y,no,12,3.0,1,part time,1,6.0,5,2.0,5,,0,2,4477.5,1994,53730.0,,,0
58,yes,travel_rarely,1032.49,,23,4,medical,1,1474,4,1,129.06,3,3, healthcare representative ,4,married,8339.32,21682.23,1,,,12,3.0,4,part time,1,40.0,3,2.0,40,,15,6,8339.32,1965,100071.84,,,1
38,no,,1032.49,,3,3,life sciences,1,1475,1,0,129.06,3,3, sales executive ,3,divorced,,21682.23,0,y,,12,3.0,3,part time,2,,6,2.0,16,,5,13,,1985,100071.84,,,yes
29,no,travel_frequently,1032.49,,1,1,,1,1476,2,1,,3,3, sales executive ,4,married,,21682.23,1,y,,14,3.0,4,part time,1,11.0,5,3.0,11,,4,1,,1994,100071.84,,,yes
55,no,travel_rarely,1964.96,,1,3,medical,1,1477,4,0,,3,5, manager ,1,single,15870.83,41264.17,0,y,,14,3.0,3,,0,37.0,2,3.0,36,,4,13,15870.83,1968,190450.0,,,yes
41,no,,1652.34,,2,4,,1,1478,4,0,,3,4, manager ,2,,,34699.17,1,,,19,3.0,2,full time,0,,2,3.0,22,,0,4,,1982,160150.0,,,1
39,no,travel_rarely,991.82, research & development ,1,3,,1,1479,3,0,,4,3, healthcare representative ,4,,8010.83,20828.17,0,,no,17,,1,,3,19.0,5,2.0,18,,3,7,8010.83,1984,, healthcare representative  -  research & development ,,1
38,no,,1187.54,,15,2,life sciences,1,1480,3,0,,2,3, research director ,4,,,24938.33,0,,,14,3.0,2,full time,1,,3,3.0,11,,2,9,,1985,115100.0,,,true
43,no,,1582.77,,12,3,,1,1481,1,0,,2,4, research director ,2,,12783.92,33238.2,1,,no,11,3.0,3,,1,,3,,25,,3,9,12783.92,1980,,,,1
